Dress_ID,Style,Price,Rating,Size,Season,Material
1006032852,Classic,Low,4.6,M,Summer,null
1212192089,Casual,Low,0,L,Summer,microfiber
1190380701,vintage,High,0,L,Autumn,polyster
966005983,Brief,Average,4.6,L,Spring,silk
876339541,cute,Low,4.5,M,Summer,chiffonfabric
1068332458,bohemian,Low,0,M,Summer,null
1220707172,Casual,Average,0,XL,Summer,cotton
1219677488,Novelty,Average,0,free,Autumn,polyster
1113094204,Flare,Average,0,free,Spring,cotton
985292672,bohemian,Low,0,free,Summer,nylon
1117293701,party,Average,5,free,Summer,polyster
898481530,Flare,Average,0,free,Spring,nylon
957723897,Classic,Low,4.7,M,Winter,null
749031896,vintage,Average,4.8,M,Summer,cotton
1055411544,Casual,Low,5,M,Summer,cotton
1162628131,Casual,Low,0,free,Winter,other
624314841,cute,Average,4.7,L,Spring,cotton
830467746,bohemian,Medium,5,free,Autumn,null
840857118,Brief,Average,0,M,Winter,cotton
1113221101,Classic,Average,5,M,Autumn,milksilk
861754372,Classic,Average,4.5,L,Autumn,cotton
856178100,Casual,Low,4.3,M,Summer,null
1122989777,Brief,Low,4,XL,Summer,cotton
840516484,Classic,Average,4.7,S,Summer,cotton
768517084,Classic,Average,0,free,Autumn,polyster
1139843344,Classic,Average,0,M,Autumn,cotton
1004212992,Classic,Average,4.7,M,Spring,null
1235426503,Casual,Low,0,L,Summer,cotton
942808364,cute,Low,4.3,free,Autumn,polyster
629131530,cute,Low,4.7,M,Spring,chiffonfabric
851945460,Casual,Average,4.6,L,Autumn,polyster
1150275464,Casual,Low,0,M,Spring,silk
1026634314,Casual,Average,4.4,L,Autumn,linen
978773911,Brief,Average,4.3,L,Spring,null
827791337,party,High,4.7,M,Spring,null
640823350,Casual,Low,4.6,free,Winter,cotton
801861988,vintage,Average,4.6,free,Winter,null
1060207186,Brief,Average,0,M,Autumn,cotton
1054679816,party,Average,4.6,M,Winter,cotton
941190190,Casual,Average,4.5,M,Spring,cotton
943844640,Brief,Average,5,free,Spring,cotton
661795386,Brief,Low,4.4,L,Autumn,rayon
875312593,Casual,Average,4.8,M,Winter,lycra
971387676,Casual,Low,4.8,free,Spring,cotton
1021185637,vintage,Average,4.8,M,Winter,cotton
1163826114,Classic,Average,0,M,Winter,null
735635595,Classic,Average,4.8,L,Spring,polyster
1175184188,Casual,Average,0,M,Summer,cotton
679415939,Casual,Low,4.7,M,Summer,milksilk
884147971,Casual,Medium,0,L,Winter,null
841203385,Classic,Low,5,free,Summer,null
1117997056,Casual,Low,4.3,free,Summer,milksilk
1160536550,Casual,Average,0,L,Spring,polyster
828623528,Casual,Average,4.6,free,Autumn,polyster
763708514,Classic,Average,4.5,M,Spring,polyster
1153442065,Novelty,Average,0,S,Winter,cotton
743729613,Casual,Average,4.9,S,Winter,cotton
1000493051,Classic,Low,4.6,L,Autumn,null
911085061,bohemian,Low,4.5,M,Summer,polyster
1174854264,work,Average,0,M,Autumn,polyster
1053296757,cute,High,0,M,Spring,rayon
1033843327,Casual,Average,0,free,Spring,cotton
1083779666,Casual,Average,5,M,Summer,polyster
746255172,Casual,Average,4.7,M,Spring,null
1100974555,Classic,Low,4,S,Autumn,cotton
1019134411,Casual,Average,5,M,Autumn,cotton
1072477320,Casual,Low,0,free,Summer,silk
638423913,Casual,Medium,4.5,S,Winter,polyster
936425780,work,Average,4.8,L,Summer,polyster
1146088956,Casual,Medium,0,M,Autumn,polyster
864253055,bohemian,Average,5,free,Summer,cotton
1210582154,Classic,Low,0,M,Spring,polyster
926480831,Classic,Average,4.2,M,Winter,cotton
757260823,Casual,Low,4.8,free,Spring,cotton
630561922,Casual,Low,4.4,S,Autumn,polyster
734061929,Casual,Low,4.7,L,Spring,chiffonfabric
842060995,Casual,Average,5,XL,Winter,cotton
1078431253,Casual,Low,0,free,Spring,cotton
939770391,Casual,Average,0,free,Spring,null
943188872,bohemian,very-high,4.7,free,Winter,polyster
1130994272,Casual,Low,5,M,Summer,polyster
907117649,party,Average,4.7,M,Spring,polyster
967999477,Classic,Low,5,free,Spring,cotton
944656411,vintage,Low,4.6,M,Summer,null
1096779299,Casual,Average,0,free,Winter,polyster
1036333255,Casual,low,4.9,L,Summer,null
1065316076,Casual,Low,0,S,Autumn,null
995802744,Classic,Average,4,S,Autumn,rayon
1018110870,Classic,Low,5,M,Autumn,null
850586379,Brief,Average,4.6,M,Winter,cotton
1169895668,Casual,Average,0,L,Spring,cotton
688966772,Casual,Average,4.8,L,Winter,cotton
1194626925,OL,Medium,0,M,Winter,cotton
876708804,Classic,Low,4.8,M,Spring,silk
1118628066,Casual,Medium,0,S,Spring,null
1027818824,Casual,Medium,0,M,Spring,silk
891103323,Casual,Average,0,M,Spring,silk
1166855026,Casual,Average,0,free,Winter,null
1023850025,vintage,Low,4.8,S,Summer,null
805438829,Classic,Low,4.8,L,Summer,cotton
836788720,fashion,Average,4,free,Summer,cotton
835787654,Casual,Average,4.7,L,Summer,null
1148457078,Casual,Low,0,free,Winter,polyster
887476609,bohemian,Low,4.8,free,Summer,null
535968075,work,Medium,4.6,L,Winter,cotton
892801580,vintage,Average,4.7,L,Summer,cotton
732650169,cute,Low,4.7,M,Spring,polyster
680070369,Casual,Low,4.6,free,Autumn,cotton
1002440915,Casual,Medium,0,free,Spring,cotton
737538048,Casual,Average,4.7,L,Autumn,null
1104450248,Classic,Average,0,L,Autumn,null
797673346,Casual,Low,4.7,free,Winter,cotton
1039982741,Casual,Average,0,M,Autumn,polyster
829087315,cute,Average,4.8,L,Autumn,null
1032990258,party,Average,5,M,Spring,null
939422280,cute,Average,4.3,L,Winter,null
974746803,Casual,Average,4.5,L,Spring,cotton
1018130478,Casual,Low,4.7,L,Autumn,cotton
956758119,Casual,Low,4.5,free,Autumn,silk
903426442,Classic,Average,3.6,L,Winter,polyster
861626197,work,Average,4.8,L,Winter,mix
1077015977,vintage,Average,0,free,Summer,null
817870237,Classic,Low,4.6,free,Spring,null
1078996836,Classic,Low,0,free,Winter,cotton
881530990,work,Average,4.6,L,Spring,cotton
937046375,Casual,Average,4.4,M,Summer,null
870994067,cute,Low,4.9,M,Autumn,chiffonfabric
893330898,Classic,Low,4.6,free,Summer,cotton
822053936,party,Average,4.4,free,Autumn,null
1059959935,Casual,Average,0,free,Spring,cotton
1197204708,Casual,Low,0,M,Summer,acrylic
713439584,Classic,Average,4.6,M,Winter,polyster
732736124,work,Average,4.6,M,Spring,null
709353440,cute,Average,4.7,L,Winter,chiffonfabric
1031230798,bohemian,Average,4.7,L,Autumn,null
1225512606,cute,High,0,M,Winter,silk
1158347154,Casual,Average,0,XL,Winter,polyster
976975672,Novelty,Average,4.9,L,Autumn,polyster
520233308,Casual,Low,4.7,M,Autumn,cotton
935827969,cute,Average,4.3,free,Summer,null
1130624045,Classic,Low,0,free,Autumn,null
547555172,cute,Low,4.7,XL,Summer,chiffonfabric
1083323104,Classic,low,4.5,L,Spring,null
955188745,Casual,Average,4.7,M,Autumn,cotton
1140306858,Casual,Average,0,L,Spring,cotton
895807023,cute,low,4.7,free,Summer,null
818505402,Casual,low,4.4,free,Summer,cotton
897981100,Casual,Average,4.8,L,Winter,polyster
973481686,vintage,Average,4.3,free,Winter,chiffonfabric
1021375534,cute,low,4.5,L,Summer,cotton
549437715,Casual,Average,4.4,M,Summer,chiffonfabric
1097548715,vintage,Medium,0,S,Winter,cotton
578702321,Classic,low,4.7,free,Summer,cotton
1155548915,vintage,High,0,L,Summer,cotton
1199064757,Casual,low,0,free,Spring,silk
1078994436,Classic,Average,0,S,Autumn,null
949226757,Casual,Low,0,free,Spring,null
832191944,cute,Medium,5,free,Winter,silk
869572905,Casual,Low,4.7,free,Summer,null
896048351,Classic,Low,4.8,free,Spring,null
854444464,Casual,Average,4.5,L,Winter,cotton
1246749980,vintage,Average,0,S,Spring,mix
849613634,Casual,Average,3.7,free,Autumn,null
1019768234,vintage,Average,4.8,L,Winter,cotton
785830491,cute,Average,0,XL,Spring,cotton
832391864,Casual,Average,0,L,Winter,mix
1069595866,Classic,Medium,5,M,Winter,polyster
733715437,Brief,Average,4.9,free,Summer,null
828949946,Casual,High,4.9,S,Spring,null
765264430,Brief,Average,4.6,free,Winter,mix
722020708,Casual,Low,4.5,free,Winter,mix
980295760,Casual,Low,4.8,XL,Summer,mix
913978120,Classic,Medium,4.6,L,Summer,spandex
1062354779,Casual,Average,4.5,M,Winter,null
1051749304,work,Average,0,S,Autumn,linen
1206128856,Casual,Low,0,L,Winter,polyster
956453735,cute,low,5,L,Winter,silk
767971724,Brief,Average,4.3,M,Spring,mix
722565148,Classic,low,4.4,free,Autumn,cotton
1167448608,cute,low,0,free,Summer,cotton
549159213,Casual,Average,4.5,free,Summer,cotton
940918554,Classic,low,4.7,M,Winter,nylon
522776523,Casual,low,4.7,free,Spring,cotton
658650071,Casual,Medium,4.8,M,Winter,polyster
560474456,Classic,low,4.3,free,Winter,silk
1150052066,bohemian,Average,0,L,Winter,mix
929797706,Casual,Low,0,free,Spring,cotton
886351969,cute,Medium,4.8,free,Spring,polyster
1071947910,Classic,Average,0,S,Autumn,cotton
813753347,Casual,Low,4.6,S,Spring,cotton
733134203,vintage,Medium,4.7,free,Spring,mix
851256794,work,low,4.7,free,Summer,cotton
751049573,cute,Average,4.8,M,Summer,cotton
882490248,cute,Average,0,M,Summer,cotton
541172235,Casual,Average,4.7,M,Winter,null
727676110,Casual,low,4.6,free,Winter,polyster
891631697,party,Average,5,free,Summer,null
1059306768,Casual,Average,0,free,Summer,cotton
764321904,Classic,Average,5,L,Winter,polyster
902108125,Classic,Average,4.8,free,Winter,polyster
874397327,Casual,Average,4.7,S,Summer,cotton
861698160,Casual,Average,4.1,M,Autumn,null
981437831,Casual,Average,5,XL,Autumn,chiffonfabric
1036456647,Classic,Average,5,M,Summer,cotton
951280194,work,Average,4.6,L,Summer,cotton
1079373429,Casual,Average,4.5,M,Summer,null
747381880,vintage,Average,4.5,L,Autumn,null
1099363892,Casual,Average,0,M,Summer,nylon
941333009,cute,Average,4.7,L,Summer,cotton
819651586,bohemian,Low,4.7,free,Winter,nylon
1043590098,Casual,low,5,free,Spring,spandex
1091666465,Casual,Average,5,M,Winter,null
863336720,Casual,Average,4.3,free,Summer,cotton
771972560,work,low,4.5,M,Winter,null
756492184,Casual,Average,4.3,S,Spring,cotton
1097157656,Casual,Average,4.4,L,Autumn,null
573923366,Classic,Low,4.3,M,Autumn,lace
756620535,Casual,Low,4.6,free,Summer,cotton
765350508,Casual,low,4.6,L,Winter,cotton
968294356,Casual,Average,4.6,M,Spring,null
1017678811,Casual,low,0,free,Autumn,null
933231033,Casual,Average,4.7,S,Spring,null
1199765487,Casual,Average,0,S,Summer,cotton
965817793,Casual,low,4.8,free,Summer,cotton
1074432879,Casual,Average,5,S,Winter,polyster
1132858821,Classic,very-high,0,free,Winter,polyster
905732124,Casual,low,4.4,free,Summer,polyster
711045472,Casual,Average,4.8,M,Autumn,null
923983419,Casual,Average,5,free,Summer,modal
733025646,Classic,low,4.8,M,Autumn,cotton
720099861,Casual,Average,4.6,free,Winter,cotton
923915314,Casual,Average,4.6,M,Winter,chiffonfabric
1077555214,Casual,low,5,S,Spring,chiffonfabric
1216538883,cute,Average,0,M,Winter,polyster
531254082,Casual,low,4.8,free,Spring,chiffonfabric
890279029,Casual,Average,4.6,M,Autumn,polyster
995964089,bohemian,Average,5,M,Spring,null
868453353,Casual,Low,4.9,free,Winter,silk
1024954013,Casual,Average,4.7,L,Summer,silk
685606338,Casual,Medium,4.6,M,Winter,cashmere
877962269,Casual,Average,4.7,M,Winter,polyster
995644296,Classic,Average,4.7,M,Winter,polyster
1066273951,Casual,Average,3.5,M,Winter,null
822176645,Casual,Average,4.8,M,Winter,null
659466129,Casual,Average,0,M,Winter,cotton
694493217,Casual,low,4.6,M,Summer,cotton
793162246,Casual,Average,4.7,L,Spring,null
817945281,Casual,low,4.5,free,Summer,cotton
920902282,Casual,Average,4.7,M,Summer,polyster
727820291,Casual,low,4.5,M,Winter,chiffonfabric
699738864,Casual,low,4.7,S,Summer,cotton
1197211965,cute,Low,0,free,Summer,cotton
682561447,party,very-high,5,M,Spring,chiffonfabric
999081623,Casual,Average,4.9,M,Autumn,polyster
1108613896,party,very-high,0,L,Winter,polyster
1054555186,party,very-high,0,M,Winter,null
915238287,Casual,Low,4.4,M,Winter,cotton
1107279894,party,very-high,0,M,Spring,lycra
1163040038,party,high,0,M,Winter,null
1091877430,party,high,0,M,Spring,nylon
1053467336,party,Average,5,M,Winter,polyster
609889168,party,high,4.7,M,Winter,null
662727740,party,average,4.8,free,Winter,null
1090993173,party,average,4.5,L,Summer,
963684109,party,very-high,4.9,M,Spring,null
619817668,party,high,4.6,M,Winter,null
1066740059,party,Average,5,M,Spring,polyster
732184480,party,very-high,4.8,L,Spring,microfiber
1044683061,party,very-high,0,M,Winter,polyster
579010251,party,high,4.6,L,Spring,silk
751364623,party,Average,4.8,L,Spring,null
898316819,party,Medium,4.6,S,Winter,null
622667306,party,very-high,4.9,M,Spring,silk
809344968,party,Medium,4.8,S,Spring,null
754138176,party,very-high,4.2,L,Winter,null
674192921,Casual,Low,4.4,free,Summer,null
726446177,party,very-high,4.1,M,Winter,cotton
1193747589,party,very-high,0,M,Winter,null
676827184,Casual,high,4.6,M,Summer,null
619996560,party,Average,4.7,free,Winter,polyster
618420156,party,very-high,4.7,L,Winter,viscos
689486739,party,very-high,4.5,M,Spring,null
751364614,party,Average,4.7,free,Spring,rayon
825341937,party,high,4.8,M,Summer,null
736813752,party,high,4.6,M,Summer,null
636178374,party,Medium,4.7,M,Winter,cotton
743485617,cute,Average,4.4,free,Spring,spandex
933951149,party,Average,5,M,Spring,null
684561284,party,very-high,4.8,free,Spring,polyster
616295248,party,Medium,4.8,M,Spring,silk
736076633,party,very-high,4.9,L,Spring,null
1108073621,party,Medium,0,free,Winter,null
1053002876,work,Average,5,free,Winter,microfiber
444282011,party,very-high,4.9,M,Spring,null
949336768,Casual,high,5,free,Summer,nylon
961972778,Casual,very-high,0,small,Spring,null
893088817,Casual,Medium,4.7,M,Spring,cotton
952724683,party,Average,0,M,Spring,null
855037000,Casual,Average,4.4,free,Summer,cotton
660016574,Casual,very-high,4.6,M,Winter,null
738079582,Casual,Low,4.4,free,Winter,null
861001391,party,high,4.5,M,Winter,null
1099696103,Casual,Average,4.8,free,Summer,null
1044288976,Classic,Average,5,M,Summer,polyster
890848361,vintage,Average,4.9,free,Summer,null
929503394,vintage,Average,4.7,S,Summer,cotton
1015249105,work,Average,4.9,M,Summer,polyster
707537639,Casual,low,4.7,L,Spring,chiffonfabric
702984554,Casual,Average,4.8,L,Autumn,cashmere
896048351,Classic,low,4.7,free,Spring,null
1023830972,Casual,Average,0,S,Winter,nylon
959052557,Casual,Average,4.2,S,Winter,other
1246945687,Novelty,Average,0,free,Summer,cotton
510519284,Casual,Low,4.3,free,Summer,chiffonfabric
1079958917,Casual,Average,3.7,M,Summer,linen
1024325244,Casual,Average,5,free,Winter,polyster
841203385,Classic,low,5,free,Spring,null
1104504876,cute,Low,0,free,Winter,null
1010356223,vintage,Average,4.8,M,Summer,rayon
1031230798,bohemian,Average,4.8,L,Winter,polyster
908989488,bohemian,Average,0,free,Spring,rayon
822081627,Classic,Average,4.5,M,Summer,cotton
1116072373,Novelty,Medium,4.2,M,Winter,polyster
856139963,Casual,Low,5,free,Spring,cotton
1032982013,Casual,Average,5,L,Winter,polyster
879756967,Casual,Low,4.8,M,Winter,polyster
912614690,bohemian,Low,5,free,Spring,nylon
1072784739,Casual,low,5,free,Spring,silk
945651303,Casual,Low,5,M,Spring,chiffonfabric
858212832,cute,Average,4.3,M,Summer,cotton
1219677488,Novelty,Average,0,free,Winter,polyster
886501087,cute,low,0,L,Spring,null
944264938,Classic,Low,4.8,free,Spring,cotton
918722829,Classic,Low,4.8,free,Summer,silk
750670078,Casual,Low,4.4,M,Winter,polyster
1028061165,Casual,Average,4.5,M,Winter,polyster
699738864,Casual,Low,4.7,S,Summer,cotton
905732124,Casual,low,4.4,free,Spring,polyster
961230947,work,Average,4.9,M,Winter,polyster
849947393,cute,Medium,4.6,free,Spring,chiffonfabric
857432541,Casual,Low,4.7,free,Spring,silk
1088674674,Casual,Low,4.7,M,Winter,polyster
939250541,Casual,Average,4.8,M,Spring,cotton
876708804,Classic,Low,4.8,L,Summer,cotton
1032990258,Casual,Average,4.3,M,Spring,null
880692544,Casual,Average,4.7,XL,Winter,milksilk
958270190,Casual,Low,0,L,Winter,null
732757918,Classic,Average,4.7,M,Autumn,nylon
898646576,Casual,Low,4.7,free,Winter,null
950048509,Casual,high,0,L,Winter,polyster
754316257,Casual,Low,4.7,L,Summer,silk
598523814,Casual,Average,4.7,free,Summer,cotton
774130360,Casual,Average,0,free,Winter,cashmere
555727400,Casual,low,4.7,free,Summer,chiffonfabric
537463111,Casual,Average,4.7,M,Summer,chiffonfabric
933864550,Classic,low,4.5,free,Summer,polyster
944930838,vintage,low,4,free,Summer,cotton
901346821,Classic,low,4.7,free,Summer,null
818295153,bohemian,low,5,free,Summer,cotton
733134203,Casual,low,4.7,S,Winter,knitting
943414146,Classic,Average,4.5,S,Winter,polyster
709353440,cute,Average,4.7,M,Summer,chiffonfabric
1190383536,vintage,Low,0,free,Summer,cotton
869138763,Casual,Average,4.1,L,Winter,polyster
977173764,Casual,Average,4.2,M,Winter,polyster
918331326,Brief,Average,4.8,free,Winter,polyster
733715437,Brief,Average,4.9,free,Winter,null
955679920,Classic,Average,4.8,S,Winter,polyster
862814652,Casual,Average,4.7,L,Winter,polyster
799301728,vintage,Average,4.7,M,Summer,rayon
1039384371,Casual,Average,4.8,free,Summer,cotton
746518490,Classic,Low,4.7,M,Winter,polyster
720665176,Casual,Average,5,s,Spring,cotton
1001750851,Casual,Low,1,M,Spring,null
882975367,Classic,Average,4.1,free,Summer,cotton
1069577979,Casual,Low,4,free,Summer,cotton
1079373429,work,Average,4.7,M,Spring,null
711704151,cute,Average,4.6,free,Spring,cotton
876761815,Casual,Low,5,M,Spring,spandex
1062354779,Casual,Average,4.7,M,Autumn,null
727676110,Casual,low,4.6,free,Winter,polyster
845853510,Casual,Average,4.5,L,Summer,cotton
832090686,cute,Average,4.6,M,Autumn,silk
839305476,Casual,Low,4.6,free,Autumn,chiffonfabric
855418066,Casual,Low,4.7,L,Summer,cotton
1211480431,Classic,Low,0,L,Summer,sill
946741571,bohemian,Average,4,free,Winter,polyster
724177834,Casual,low,4.7,free,Summer,cotton
975877364,work,Average,0,M,Summer,cotton
851697194,bohemian,Average,4.1,free,Summer,null
1108356000,Casual,Average,0,M,Spring,null
871219565,Brief,Low,4.6,M,Summer,cotton
1250787559,cute,Low,0,free,Spring,chiffonfabric
942245416,Casual,Average,5,M,Spring,spandex
900108476,Casual,Low,5,free,Winter,wool
1019672746,vintage,Average,4.5,L,Winter,null
783980024,Casual,Average,4.5,free,Summer,polyster
970655043,bohemian,Low,4.4,L,Summer,cotton
1139064593,Casual,high,0,L,Winter,polyster
939389270,Casual,Average,4.8,free,Winter,polyster
859321875,Brief,Low,4.7,M,Winter,cotton
703395323,Casual,Medium,0,free,Winter,cashmere
1083779666,Casual,Average,4.7,M,Winter,polyster
966030991,party,Average,0,M,Summer,cotton
866405822,bohemian,Average,4.8,S,Summer,cotton
941564304,Classic,Average,4.9,free,Summer,polyster
1119360745,Casual,Average,3,M,Spring,polyster
932375745,Casual,low,4.7,L,Autumn,polyster
789373177,Casual,Average,4.3,M,Autumn,polyster
1135456589,Casual,Average,0,XL,Winter,polyster
932913675,Casual,Low,5,free,Summer,model
1217548862,vintage,Average,0,L,Summer,cotton
755078866,Casual,Low,4.7,free,Winter,milksilk
1052420390,vintage,Average,5,M,Summer,polyster
924108301,Casual,Low,4.7,L,Summer,mix
675980168,bohemian,Average,4.6,M,Spring,shiffon
730603782,party,Average,4.8,M,Summer,cotton
934830377,bohemian,Low,4.6,free,Summer,cotton
689406468,party,very-high,4.6,free,Summer,rayon
870994067,cute,Low,4.8,M,Spring,shiffon
1016250560,vintage,Average,0,M,Spring,polyster
860334943,Casual,Medium,4.9,L,Winter,cotton
863336720,Casual,Average,4.2,free,Summer,cotton
835915937,Casual,Average,4.9,M,Summer,cotton
944641715,bohemian,Low,5,XL,Spring,null
869395176,Casual,Average,4.7,M,Summer,cotton
1097435333,Casual,Average,0,free,Summer,cotton
1124120907,Casual,Average,0,free,Summer,cotton
1130463523,Classic,Medium,0,free,Winter,polyster
560474456,Classic,low,4.4,free,Autumn,cotton
907669618,Classic,Average,0,free,Spring,cotton
710089916,Brief,Average,4.9,XL,Spring,null
793162246,Casual,Average,4.7,XL,Summer,null
1065317917,Casual,Average,0,free,Autumn,cotton
737461130,Casual,Average,4.8,M,Summer,null
663993130,Casual,Medium,4.9,L,Spring,null
933231033,party,Average,4.7,M,Spring,null
743417270,Classic,low,4.4,free,Summer,viscos
798898277,bohemian,Low,4.6,free,Winter,polyster
549401113,Casual,Low,4.6,free,Autumn,rayon
857189807,Classic,Low,4.5,free,Summer,cotton
1055149353,Classic,Low,0,free,Winter,cotton
1199912555,Casual,Average,0,XL,Spring,mix
1249825438,Classic,Average,0,free,Autumn,polyster
967191118,Classic,Low,4.8,free,Spring,null
871620435,Brief,Low,4.7,free,Autumn,null
865490824,Classic,high,5,M,Summer,mix
1079955163,Casual,Average,4.6,L,Summer,cotton
600514129,cute,Medium,4.9,S,Summer,null
976975672,Novelty,Average,4.9,M,Autumn,polyster
720087997,Casual,Low,4.3,free,Spring,null
699651184,Casual,Low,4.7,S,Autumn,cotton
605122868,Casual,Average,4.8,L,Autumn,null
1000425584,cute,Average,4.5,L,Winter,polyster
549159213,Casual,Average,4.4,free,Summer,cotton
898316315,party,Average,0,M,Spring,null
1017484769,Classic,Low,0,free,Summer,null
733025646,Casual,Low,4.8,L,Summer,cotton
909624960,work,Average,5,M,Summer,null
1086459983,Novelty,Average,5,free,Summer,null
593007494,Casual,Low,4.6,free,Spring,silk
660179663,Casual,Average,4.5,M,Summer,cotton
1097157656,Casual,Average,4.5,L,Spring,null
751776863,Casual,Average,4.5,free,Autumn,cotton
1253973206,cute,Low,0,M,Summer,null
828790972,party,Average,4.9,M,Winter,cotton
933413410,Casual,Average,4.8,M,Summer,null
550959163,Casual,Low,4.4,L,Summer,cotton
933926000,Casual,Average,4.3,M,Winter,polyster
953168456,cute,Average,4.7,L,Summer,polyster
1124754999,Classic,Average,0,S,Summer,null
832949213,Casual,Low,4.4,free,Summer,null
801216472,cute,high,4.3,M,Spring,polyster
929898500,work,Average,4.8,M,Winter,null
850490510,Casual,Average,4.6,M,Spring,polyster
1099394392,Classic,Low,0,free,Summer,cotton
674885710,Casual,high,4.9,XL,Winter,cotton
1122991519,Classic,Low,0,free,Winter,lycra
904781800,cute,Average,5,M,Autumn,cotton
974438263,cute,Low,0,free,Spring,silk
875608094,Casual,Low,4.4,free,Summer,cotton
1061890181,Casual,Average,0,L,Spring,chiffonfabric
1033144189,cute,Average,4.7,M,Spring,rayon
860406062,Casual,Average,4.6,M,Winter,silk
692445545,Casual,Low,4.4,free,Summer,cotton
974775647,Casual,Low,5,M,Autumn,null
1109819647,Casual,Average,0,free,Winter,polyster
1223469038,Classic,Average,0,free,Winter,cotton
511503677,Casual,Low,4.4,M,Summer,chiffonfabric
1190558632,cute,Average,0,L,Summer,cotton
641665398,Casual,Low,4.8,free,Winter,polyster
964917582,Casual,Average,5,L,Summer,cotton
859922576,cute,Average,4.6,M,Spring,acrylic
817353671,bohemian,Low,4.6,free,Summer,cotton
990559192,Brief,Average,4.7,M,Winter,acrylic
713391965,Casual,Low,4.7,M,Spring,polyster
722565148,Classic,Low,4.3,free,Summer,cotton
532874347,Casual,Average,4.7,M,Summer,cotton
655464934,Casual,Average,4.6,L,Winter,silk
919930954,Casual,Low,4.4,free,Summer,cotton
